id	name
150665at40674	OR1D4
20425at40674	ITGAL
201079at40674	SNRPN
98982at40674	ENPP6
87577at40674	RUFY1
160345at40674	RBM43
125474at40674	CNR2
97453at40674	CEACAM16
107361at40674	GALK2
104734at40674	EIF4A2
59776at40674	MPP4
191203at40674	SDC3
208905at40674	RPS21
91213at40674	PDE7A
128083at40674	PLCXD2
200878at40674	CDKN2A
71471at40674	IKZF2
33889at40674	ARHGAP20
199588at40674	C11orf97
68076at40674	PHF21A
94475at40674	BANP
192874at40674	RP1-112K5.2
51461at40674	AP1G2
153332at40674	TRAF3IP3
187709at40674	CD320
138305at40674	MYC
190214at40674	FGFBP3
171073at40674	GINS3
103921at40674	RCC1
5650at40674	FER1L6
201278at40674	RAMP3
182523at40674	HRAS
79383at40674	PIP5K1B
34090at40674	FAM214A
123243at40674	NEFL
92446at40674	THUMPD3
114752at40674	ACMSD
197733at40674	PPP1R1B
132462at40674	GPR21
19463at40674	PTK7
21298at40674	WDR59
134056at40674	POU3F3
201281at40674	SPA17
23907at40674	RC3H1
9999at40674	MTCL1
194976at40674	NDUFA13
22195at40674	CCDC141
202882at40674	ISCA2
186326at40674	MRPL49
59045at40674	RNF19B
102352at40674	SH2B3
108483at40674	CHID1
165587at40674	SDCBP2
137210at40674	FOXA1
204811at40674	AREG
134949at40674	NEF3
3429at40674	DKFZp686H15164
83204at40674	STK38
143443at40674	MIEF2
23892at40674	ATP13A1
148193at40674	OR5L1
213707at40674	C19orf53
186879at40674	TMEM51
61036at40674	CEP95
38244at40674	ZNF33A
156280at40674	TMEM106B
180211at40674	TBPL1
21280at40674	ANKRD27
156274at40674	CUTC
106210at40674	ACTBL2
174323at40674	SPR
174721at40674	KTI12
146096at40674	OPRK1
136416at40674	FAM98A
148923at40674	MAS1
161058at40674	BEND6
3310at40674	SDK1
70811at40674	DHX58
47921at40674	ZNF717
12474at40674	ATP10D
203115at40674	NRTN
166409at40674	METTL26
192711at40674	PIFO
174315at40674	SIAH3
193030at40674	KLRF1
116740at40674	WDR4
211910at40674	LEAP2
132470at40674	GPR20
12397at40674	ADGB
65474at40674	MUM1
78455at40674	FBXL17
30968at40674	TUBGCP3
77093at40674	NRROS
154401at40674	MGC26694
207178at40674	C11orf24
198317at40674	IFITM10
83696at40674	DFNA5
131250at40674	C11orf54
164061at40674	CDC42EP1
211869at40674	BANF2
170648at40674	PSMB5
44656at40674	DSG2
129178at40674	SIX6OS1
99234at40674	ADGRE3
159199at40674	VWC2
175209at40674	NUDT7
163471at40674	CPSF6
195943at40674	MSC
80577at40674	TRIM27
99253at40674	Fam20A
24779at40674	TNPO3
32992at40674	RFX6
36753at40674	ALDH18A1
177507at40674	TCEANC2
167461at40674	RSPO4
86206at40674	RASGEF1C
75749at40674	DGKE
50701at40674	SLC20A1
147266at40674	ARMCX6
107194at40674	GCDH
22643at40674	SMARCA1
197170at40674	IL22
210336at40674	GHRH
6167at40674	UBR3
168746at40674	SF3B4
109165at40674	FLJ13052
42672at40674	GIT1
156016at40674	TCEA1
190209at40674	RRP36
102656at40674	ANKRD34C
137882at40674	ADAM28
112840at40674	PHACTR3
207960at40674	TCTA
98147at40674	PAX8
62337at40674	C2orf42
171060at40674	EPOP
92447at40674	CHRNB1
166682at40674	PAWR
67850at40674	DZIP1L
15247at40674	AK9
68838at40674	ARHGEF37
163661at40674	DHRS11
28054at40674	CEP162
159002at40674	IGSF5
79657at40674	IRF2BP1
29166at40674	PCDH20
196677at40674	MILR1
211028at40674	CXCL9
8036at40674	BAZ2A
140127at40674	HOMER3
150807at40674	C1orf51
178048at40674	CRYGD
127924at40674	INHBE
128387at40674	AKR7L
126164at40674	CAB39L
17065at40674	CILP
186557at40674	CACFD1
7267at40674	LAMA4
158983at40674	IMPACT
17992at40674	SYNGAP1
30276at40674	GRIK3
200151at40674	CGB2
73116at40674	ACVR2A
159717at40674	TNFRSF14
199203at40674	APOLD1
75173at40674	HDAC10
173748at40674	HEL-177
100136at40674	CKMT1A
113226at40674	C10orf67
71156at40674	NOC2L
17833at40674	CCDC171
199191at40674	FAM156A
21659at40674	EPHB2
213955at40674	TMSB10
10780at40674	IFT140
182080at40674	ATP5O
118565at40674	DNASE2
112080at40674	FAM214B
53465at40674	SPAG5
139098at40674	CD207
72781at40674	CWC22
107778at40674	SLC9B1
42726at40674	C1orf112
13289at40674	ZNF106
67823at40674	EDEM2
159847at40674	PNO1
120582at40674	RABGGTB
157150at40674	FOXS1
175947at40674	PPP1R42
114626at40674	CHST14
72176at40674	MSTO1
79396at40674	TGFBR1
51247at40674	FEM1B
86922at40674	COX1
178670at40674	FKBP14
54500at40674	EDEM1
30673at40674	CCDC129
158251at40674	PTF1A
93006at40674	CSF1
205348at40674	SNRPD2
171154at40674	TRNAU1AP
44439at40674	ARMC3
190825at40674	PGLYRP1
117840at40674	CDC123
120498at40674	SLC35E1
136114at40674	HEMK1
42065at40674	DKFZp761N1814
169046at40674	STX12
139107at40674	HSD17B12
157549at40674	SSBP3
93054at40674	PPP2R3C
2500at40674	IGF2R
181023at40674	RHOF
103709at40674	B4GALT6
115109at40674	NOXRED1
144569at40674	TNMD
157525at40674	TADA2B
211444at40674	S100G
89983at40674	TM7SF3
49829at40674	PGBD2
63650at40674	RAP1GDS1
102132at40674	LANCL1
83869at40674	CORO6
104643at40674	OPRM1
133835at40674	TARDBP
125935at40674	AMN
105097at40674	ENTPD8
87696at40674	NCF2
59784at40674	USP49
43724at40674	ZNF341
42374at40674	FAM171B
27530at40674	KCNH3
194240at40674	NOLC1
167875at40674	COQ4
18732at40674	SLC4A10
179550at40674	TMEM199
162163at40674	MOB3C
200288at40674	MRPS16
131891at40674	KCNK12
85946at40674	CYP2A13
112542at40674	LMOD1
201915at40674	SHISAL2B
64086at40674	ABCE1
92414at40674	PTDSS1
14850at40674	MTR
123062at40674	TCHHL1
152442at40674	OR2T1
174626at40674	RNF151
199267at40674	NUDT15
63457at40674	MDM1
58002at40674	NR2C2
112166at40674	SH2D4A
14282at40674	CNTNAP5
80749at40674	SAMHD1
142837at40674	RPUSD3
118650at40674	ACADS
122781at40674	OPN5
23849at40674	MSH3
92023at40674	APBA3
52790at40674	HSD17B4
195419at40674	C12orf52
99471at40674	LDHD
162479at40674	PRSS1
81999at40674	ZNF648
75261at40674	CHAF1B
34050at40674	PPP6R3
116835at40674	GALE
158182at40674	PRKAB2
192842at40674	NUDT4
17009at40674	ELP1
155250at40674	DOHH
176442at40674	CCDC69
89317at40674	CYP2U1
213605at40674	MZT1
42230at40674	RASA4
125202at40674	FAM83A
12605at40674	CNTNAP1
73895at40674	TBC1D19
187506at40674	PYHIN1
180886at40674	PSMD9
136133at40674	PPP1R7
55643at40674	ABCF3
178644at40674	ARMC7
138435at40674	ERLIN2
65842at40674	MACO1
47160at40674	MCM7
130254at40674	VPS37A
170752at40674	RAB27A
212344at40674	SRARP
71412at40674	HEL-S-296
173923at40674	RND2
40819at40674	PKP2
40958at40674	PDZD7
85902at40674	CRY2
130091at40674	DOK6
48203at40674	FBXO42
131559at40674	APOH
7529at40674	SIPA1L1
80782at40674	DHCR7
179380at40674	MRAS
9023at40674	MYH7B
188650at40674	EMC10
63463at40674	GTPBP1
180673at40674	NRIP3
119252at40674	NCK2
84732at40674	UGT1A4
25076at40674	RABGAP1L
172691at40674	LOC136242
139949at40674	OGFRL1
115772at40674	CARNMT1
57959at40674	RNF207
62088at40674	HDX
133597at40674	GFY
21583at40674	KCNH2
154780at40674	HSPBP1
67846at40674	KIFC2
20935at40674	SLC12A2
160198at40674	MAP9
213483at40674	CTXN2
23480at40674	UNC5C
185683at40674	CLTB
152279at40674	LRRC58
43717at40674	COL21A1
160892at40674	OR6Q1
152940at40674	TOB1
128148at40674	GPR37L1
168869at40674	GJB7
118458at40674	TXNIP
95964at40674	BTN2A1
47894at40674	ZBTB48
172536at40674	HLA-DQA2
63374at40674	ARSJ
6776at40674	ASXL3
195979at40674	RTBDN
50143at40674	TMC2
121801at40674	EIF4B
62292at40674	CPEB3
32597at40674	FAM160A1
146502at40674	CA13
211499at40674	SPINK6
50221at40674	NLGN2
123015at40674	PA2G4
27292at40674	FRMD4B
138443at40674	NUDT9
79354at40674	SLC16A9
203719at40674	EIF3J
199445at40674	POLR3K
134717at40674	GPR142
202561at40674	DCTPP1
29763at40674	INPP4B
99419at40674	CMAS
175509at40674	LHFPL2
189240at40674	IFT43
209196at40674	GUCA2A
191418at40674	IL23A
184439at40674	SBSN
157064at40674	ARGFX
174683at40674	CREB1
130663at40674	IFRD2
162537at40674	MGC13024
204536at40674	IL4
147285at40674	OR4C3
113176at40674	SERPINI2
90572at40674	IRF4
172854at40674	MSRA
43398at40674	ZNF169
25174at40674	KIAA0256
44266at40674	MAML2
192339at40674	FAM96B
78170at40674	BEGAIN
19187at40674	ITGA10
25961at40674	PCDH12
17631at40674	TLL1
78715at40674	FUT10
100079at40674	SH2B2
211452at40674	CDC26
58283at40674	STIM2
102949at40674	BEND5
151228at40674	HOXA1
120869at40674	METTL8
139891at40674	CASTOR2
114371at40674	LGMN
118019at40674	MLLT3
213518at40674	PKIG
12638at40674	CEP170
181272at40674	PABPN1L
67936at40674	RGL2
166613at40674	FST
117966at40674	PREB
155941at40674	OR13C8
26060at40674	PRKD3
169019at40674	SYPL
206493at40674	UBALD2
55499at40674	SLC30A5
191633at40674	TXNL4A
75519at40674	GNL1
104996at40674	LMOD3
103487at40674	MFSD5
56929at40674	PDE4A
101321at40674	TMEM117
132941at40674	BPNT1
200096at40674	FABP5
110709at40674	CHGB
84264at40674	EBF2
15083at40674	WDR11
121050at40674	CDCA7
4673at40674	SMCHD1
213041at40674	SREK1IP1
71250at40674	SLTM
98462at40674	MATN1
73828at40674	NR4A1
22320at40674	RPGRIP1L
73548at40674	RBPJL
11274at40674	ZNF521
153066at40674	OR52W1
190045at40674	CENPV
207373at40674	HIST3H2BB
70315at40674	SNX27
140110at40674	DKFZp762A2415
189956at40674	RESP18
110480at40674	BMP2
197631at40674	RPS17
13635at40674	SHROOM3
148914at40674	C2orf34
96797at40674	KBTBD13
83157at40674	ZSCAN22
166121at40674	SIX2
177976at40674	DLX6
10960at40674	SETBP1
148903at40674	RPLP0
7906at40674	TET2
81342at40674	CDYL2
124061at40674	POLD3
154574at40674	CBX6
188443at40674	TNFSF4
164000at40674	STOM
61097at40674	RANBP9
149373at40674	ERICH5
140913at40674	ASB8
6169at40674	PLXNB2
44039at40674	PRKG2
49938at40674	PDZD4
93782at40674	SLC16A10
113447at40674	ZNF391
167755at40674	RAN
211783at40674	WFDC10B
14389at40674	ASXL1
182379at40674	URAD
213174at40674	PET100
149472at40674	GIMAP7
27848at40674	ADCY7
174488at40674	MSANTD1
120292at40674	ACTRT2
97515at40674	TMEM175
106345at40674	IL21R
325at40674	RYR2
160585at40674	SIGLEC14
149836at40674	ST8SIA6
57142at40674	MARK1
97707at40674	DLGAP5
204403at40674	FAM216B
153181at40674	PLSCR3
14353at40674	FLII
45860at40674	RALGDS
152825at40674	OR4F5
116125at40674	IFIT3
95585at40674	HEATR9
194834at40674	GOLGA7
3863at40674	SPG11
52657at40674	LRRC66
129842at40674	LMAN2
64337at40674	PIAS3
87735at40674	POU6F2
71147at40674	GNL2
207237at40674	SRP14
178935at40674	TMCO5
211677at40674	PRR9
97431at40674	MFSD6L
70299at40674	PLK1
155415at40674	CA14
39429at40674	ACAP2
80615at40674	ADGRA3
28915at40674	DSG4
49830at40674	PLCD4
70957at40674	GLUD1
86345at40674	MGRN1
162593at40674	TGOLN2
200881at40674	ATG12
77219at40674	MYRIP
112536at40674	WASF1
197687at40674	FAM163B
187617at40674	TIFAB
82620at40674	CYP51A1
21529at40674	ANKRD44
17235at40674	SMC1A
203868at40674	BIK
67555at40674	ZNF250
185985at40674	KRCC1
1488at40674	DNAH14
39374at40674	KIAA1274
7622at40674	TANC1
194511at40674	CRABP2
79361at40674	TRAF2
110263at40674	PM20D2
171683at40674	REM1
166989at40674	HOXD12
173412at40674	ANKRD45
136867at40674	DCUN1D3
152014at40674	VSIR
425at40674	MYCBP2
3296at40674	CAD
61363at40674	CCIN
7240at40674	RAI1
113988at40674	NR2E3
85848at40674	ACCN3
178016at40674	GTF3C6
125671at40674	FAM81A
46904at40674	SLITRK1
14958at40674	FANCA
174589at40674	RAB5A
57753at40674	LPO
12433at40674	CLASP1
146599at40674	NOSIP
105117at40674	TRAF3IP2
72307at40674	ABCG8
105101at40674	UAP1L1
187491at40674	NAT8
77147at40674	SAMD3
181513at40674	DPCD
23298at40674	PDZRN3
28610at40674	SMARCC2
65529at40674	CREBRF
111573at40674	RBM22
116708at40674	MAPKAPK2
95845at40674	HOMEZ
101004at40674	PPP1R18
169667at40674	SPDYA
2573at40674	HECTD1
188362at40674	AP4S1
210263at40674	CENPA
133254at40674	OR13A1
169794at40674	ODF3
186843at40674	SMCO1
5875at40674	NAV2
21562at40674	HEL114
92881at40674	KPNA7
60363at40674	ALOX12
87218at40674	PRMT2
9225at40674	TUBGCP6
188167at40674	C8orf46
153094at40674	PRSS21
53220at40674	OLFML2B
134273at40674	MCIDAS
167776at40674	STYX
204225at40674	IL2
84427at40674	TNIP1
174371at40674	RRS1
30984at40674	TMEM132A
87164at40674	DNAAF3
75402at40674	ZC3H3
203234at40674	MXD3
13809at40674	ZGRF1
63446at40674	TMEM214
24725at40674	BAIAP3
1955at40674	HELZ2
3238at40674	JMJD1C
185097at40674	RHEB
92006at40674	GLP2R
33378at40674	PPP4R1
144630at40674	ECHDC1
18993at40674	KDM6B
130893at40674	LHX5
39983at40674	CHUK
51428at40674	SLC6A9
68163at40674	TTF1
137065at40674	ARID3A
74578at40674	DLL3
147323at40674	OR6B2
139339at40674	STEAP1
196808at40674	RPS15A
279at40674	DYNC1H1
63237at40674	EMILIN3
201749at40674	MRPL51
201407at40674	HSPC152
84333at40674	HNRNPLL
144909at40674	TIMM50
92192at40674	PTDSS2
163191at40674	TYW3
29741at40674	CBLB
121961at40674	WDR38
118355at40674	ARMC6
132437at40674	WDR5B
109746at40674	SLC38A8
98496at40674	CENPB
209097at40674	RPL22
149668at40674	MECP2
92455at40674	SPIN1
105397at40674	DKFZp781O1323
59537at40674	DHX33
71482at40674	CCT7
113684at40674	GPR19
162200at40674	FAM57B
177335at40674	HABP4
194211at40674	MUC1
57069at40674	ESRP2
165184at40674	FGFR1OP2
60892at40674	DUSP16
85499at40674	SLC34A1
116136at40674	SUPT7L
53618at40674	ZNF530
4526at40674	CIT
21664at40674	MFHAS1
194157at40674	RBP7
81735at40674	NOTUM
181379at40674	ALG14
190736at40674	ARL14EPL
97609at40674	TRIM43
35498at40674	CNNM1
50974at40674	ZNF677
115021at40674	TBX6
191269at40674	DBP
79765at40674	DYM
106398at40674	CADM3
169807at40674	MOB2
39764at40674	USP1
132390at40674	RP11-311P8.3
134944at40674	F2R
11304at40674	CEP110
62946at40674	NINL
5214at40674	ZNF407
159736at40674	ZFP42
162086at40674	ALX3
7212at40674	MYO5A
96262at40674	ATG4D
47186at40674	DLL4
129280at40674	QPCTL
128560at40674	TAAR1
33081at40674	EFR3A
212101at40674	SPINK1
126014at40674	ABHD5
25368at40674	TSC1
30250at40674	ZNF316
186186at40674	CFAP53
186685at40674	DKFZp761N1221
72416at40674	DTX2
103462at40674	EDNRA
6509at40674	ABCA7
154815at40674	SKA3
132908at40674	BCL6B
37815at40674	MCC
111229at40674	METTL22
31210at40674	KIAA0355
41690at40674	DKFZp667A016
57296at40674	KLHL31
13479at40674	SOGA1
129226at40674	OR10G6
141993at40674	C15orf41
155783at40674	HOXD1
105915at40674	MAT2A
97939at40674	NAGS
161445at40674	TRIM15
159970at40674	PROSER3
67084at40674	HAS2
166842at40674	CD84
95089at40674	HHAT
62172at40674	MAG
5381at40674	DOCK2
169256at40674	IL20RB
56992at40674	SGIP1
105083at40674	COQ6
44452at40674	LSS
112326at40674	RHAG
205636at40674	PCLAF
28408at40674	DLG1
203615at40674	PTTG1
157500at40674	OR8I2
134660at40674	OR52B6
105563at40674	LNIR
147406at40674	SLC10A2
175822at40674	GSTM4
189997at40674	MRPL40
70442at40674	ZNF181
166418at40674	E2F6
155795at40674	FUT7
178201at40674	REC114
211913at40674	PPDPFL
14498at40674	MYO16
45315at40674	UBN2
36916at40674	CTAGE9
109607at40674	INSM2
117472at40674	SIGLEC11
110917at40674	PGA4
170723at40674	SLC39A7
138332at40674	MTAP
209533at40674	SELENOH
155667at40674	CCDC77
58018at40674	SETD3
210545at40674	PNRC2
195150at40674	MRPL14
21928at40674	ATP9A
54293at40674	SLC28A3
183250at40674	MAGEH1
118664at40674	TMEM49
45680at40674	TANGO6
205001at40674	C20orf202
195664at40674	MS4A5
111468at40674	CATSPER2
212176at40674	FAM240A
103522at40674	AKAP5
102801at40674	PDCD4
201848at40674	C8orf88
22975at40674	FHOD1
137372at40674	DCPS
165232at40674	TEDDM1
150938at40674	AWAT2
40953at40674	LRRD1
114246at40674	CHST11
118552at40674	DAO
108986at40674	FAM46B
172425at40674	PSMB3
115689at40674	CDKL1
42616at40674	LRP3
4904at40674	MYO9B
71753at40674	ZUFSP
77007at40674	DNAJC11
19301at40674	HIPK2
25445at40674	COL4A2
64853at40674	ABCF1
62432at40674	TGFBR2
13717at40674	RREB1
164107at40674	EMG1
649at40674	EPPK1
22470at40674	NNT
57906at40674	VWA7
70128at40674	CCDC93
5359at40674	RTTN
60560at40674	NARS
70460at40674	AOAH
75888at40674	ALCAM
175202at40674	RAB1A
124696at40674	VPS26A
193766at40674	CLDN9
50083at40674	TEC
168777at40674	TFB2M
137924at40674	OR5K4
58107at40674	ZNF408
73000at40674	KCNN3
12463at40674	ROCK1
7815at40674	ATG2A
179355at40674	GPX1
170469at40674	LRRN4CL
166268at40674	COMTD1
133379at40674	CAVIN4
191325at40674	TRAPPC1
159393at40674	GDPD3
205020at40674	OSTN
38108at40674	TRIM3
50668at40674	CLMN
32036at40674	ADAMTS8
165850at40674	RABL3
8717at40674	PATJ
91705at40674	KIAA1614
119019at40674	CA9
29713at40674	CCNB3
191706at40674	TMEM220
107929at40674	PPM1J
76062at40674	UAP1
104253at40674	WNT8A
185453at40674	UBE2F
68971at40674	C2orf68
9664at40674	ADGRL2
10642at40674	NFASC
88786at40674	ATF7IP2
210310at40674	COX7A2
61947at40674	KCND3
170447at40674	FREQ
102478at40674	TUFM
169912at40674	NICN1
80762at40674	FGA
93133at40674	CBX4
110013at40674	PHF7
158966at40674	IGFLR1
24036at40674	ERAP2
151609at40674	EIF2S1
187263at40674	EXOC1L
29153at40674	VPS39
193299at40674	TPPP2
184823at40674	MZB1
99291at40674	DOK3
112796at40674	GPR39
190911at40674	AP1S3
116778at40674	TANK
208517at40674	ATP5J
52575at40674	ARHGAP4
46509at40674	CEP131
75896at40674	ARHGAP36
47130at40674	SH3RF1
184450at40674	GBX2
6918at40674	TPR
60026at40674	GPAT2
76456at40674	GALNS
72218at40674	SLC27A3
212071at40674	TCEAL9
139678at40674	ACBD3
189355at40674	HINT3
202194at40674	SRSF7
3925at40674	STARD9
178290at40674	SAPCD2
29354at40674	ALDH1L1
98567at40674	ENTPD5
124125at40674	CTSL2
153670at40674	C21orf58
138054at40674	GAL3ST2
179413at40674	OCSTAMP
20536at40674	FGD6
20217at40674	KCNH8
206139at40674	CISD3
182003at40674	RBMXL1
79316at40674	ZNF3
180813at40674	NKAPL
186633at40674	ASCL3
105078at40674	SHISA9
125082at40674	C2CD2
200414at40674	TMEM160
56562at40674	EMILIN2
73276at40674	LGI3
4023at40674	ATG2B
148419at40674	OR6C1
52847at40674	TPCN1
155872at40674	SYPL2
212320at40674	SMIM9
207764at40674	C16orf82
200377at40674	TMEM170A
43949at40674	GSAP
28996at40674	HDAC9
41142at40674	MELTF
211175at40674	CCL8
77149at40674	PDIA5
179401at40674	C9orf9
187366at40674	PDPN
105038at40674	CHST9
174823at40674	SHISA3
208272at40674	PROK2
165880at40674	C11orf68
81376at40674	FAM13C
88115at40674	AMHR2
144710at40674	GNPDA2
212775at40674	SVBP
39174at40674	FGFR3
70140at40674	NUB1
148954at40674	CBX8
7801at40674	CRYBG1
121898at40674	DRG1
43547at40674	MYSM1
107437at40674	PIPOX
66993at40674	FYB2
156273at40674	PAQR4
198581at40674	SRSF10
86764at40674	LAP3
155816at40674	LMNTD1
81710at40674	DNPEP
184305at40674	APRT
53198at40674	ADARB2
80033at40674	PNLIPRP3
203885at40674	CCL27
17466at40674	GLG1
12310at40674	ZNF318
151659at40674	SH3YL1
63183at40674	FBXW5
186065at40674	LRRC20
142235at40674	SFPQ
121005at40674	LHX6
53214at40674	ANGEL1
59369at40674	DHX32
8521at40674	DIP2C
197569at40674	KRTAP26-1
180961at40674	SPATA2L
82584at40674	TINAGL1
74694at40674	DCAF11
58577at40674	APBB1
177160at40674	ADAT2
48013at40674	DGCR8
71507at40674	ATP4B
196333at40674	CD80
28870at40674	RADIL
165995at40674	ELP5
41879at40674	MORC1
120331at40674	PBX4
189758at40674	TIRAP
211043at40674	CST9
164956at40674	IRX3
212982at40674	DEFB110
54312at40674	DMTF1
156935at40674	RPS6
87062at40674	NXF3
54533at40674	TRMT1L
181691at40674	HIP2
119356at40674	LBP
151423at40674	LRTM2
30227at40674	ECT2
201056at40674	RBM24
63736at40674	KIF18B
71018at40674	BMPR1A
123362at40674	ALX4
134955at40674	LAG3
96189at40674	PDK3
12015at40674	TIAM2
191996at40674	KDELR2
198815at40674	YAE1D1
104709at40674	AMDHD2
8729at40674	PLA2R1
41694at40674	SEMA4G
64797at40674	NOL4
129559at40674	CCDC181
31733at40674	KIT
89220at40674	WDR46
164522at40674	DEPP1
8416at40674	ADGRL3
141351at40674	KRT10
185250at40674	RGS8
94466at40674	ERRgamma
177793at40674	CDCA4
111298at40674	DCBLD1
143439at40674	IRX6
180079at40674	C5orf24
157976at40674	MBLAC1
4344at40674	ATRX
143433at40674	PRRT4
110572at40674	MEF2A
203391at40674	PCBD2
100993at40674	TRAF1
35549at40674	CARD4
96717at40674	SHC2
67649at40674	GAS2L3
136468at40674	UBC
132028at40674	RTCA
194859at40674	C5orf49
113722at40674	MBOAT7
34109at40674	ITIH6
134215at40674	HOMER2
127668at40674	CCDC187
15545at40674	CAND1
32754at40674	TUBGCP2
122334at40674	RBMS2
40116at40674	LRRC37A3
181039at40674	CYB561D1
83636at40674	ERO1A
33082at40674	VPS16
5778at40674	KMT2B
144146at40674	ZNF821
60724at40674	KIF2C
207066at40674	GML
98018at40674	ITFG2
200751at40674	PRIMA1
60605at40674	LCMT2
129888at40674	NUCB2
142276at40674	ATP5F1C
99852at40674	C11orf66
21770at40674	OTOA
110841at40674	NPTXR
163174at40674	WISP2
192333at40674	CEP19
92894at40674	TBC1D3D
41144at40674	LRRC8E
56104at40674	PTPN9
161124at40674	CAVIN1
121577at40674	GNA12
64032at40674	KIF1BP
85989at40674	SLC29A4
195483at40674	JSRP1
46859at40674	RADX
102579at40674	COPS4
139898at40674	ARFIP2
90994at40674	EYA2
150777at40674	ZIC5
28162at40674	DNA2
91011at40674	KHDC4
135337at40674	SFTPB
150358at40674	DKFZp686L0872
178789at40674	TAF12
77720at40674	NYAP2
93126at40674	OLFM4
146093at40674	FBXO2
51104at40674	POMT1
17176at40674	RANBP6
80332at40674	LRRC1
20989at40674	SLC4A5
156704at40674	LRRC57
18382at40674	PLCB1
6033at40674	DOCK7
22453at40674	FAM120A
18313at40674	ACLY
198393at40674	ANGPTL8
114636at40674	ZNF684
152725at40674	BDH1
119791at40674	TSG101
48159at40674	LARP4
162343at40674	MRPL28
155659at40674	LAX1
172075at40674	LMO1
158825at40674	HMG20B
199739at40674	ANG
81055at40674	FBXL7
22849at40674	TMEM67
166140at40674	MAJIN
165427at40674	MFAP1
42016at40674	SORT1
101612at40674	CLK2
124324at40674	RNF2
133064at40674	MAGT1
204884at40674	SCOC
193248at40674	SOX4
44878at40674	TLE3
125103at40674	PLEK2
185641at40674	CLEC5A
141081at40674	AEBP2
145815at40674	MTRF1L
34117at40674	USO1
131043at40674	CCNJL
64175at40674	GRAMD4
169662at40674	RDM1
51969at40674	HBS1L
152545at40674	BSCL2
84399at40674	SELENON
195803at40674	CNFN
158700at40674	KLK6
136436at40674	SULT4A1
154360at40674	HMCES
52309at40674	MAMLD1
35312at40674	FGD1
84371at40674	CYP1A2
210083at40674	TNFRSF12A
165555at40674	CLEC1A
109565at40674	NR4A3
81140at40674	HTATSF1
196450at40674	MRPL43
94319at40674	MMP11
176642at40674	HOXD8
88698at40674	WARS
185969at40674	KLRK1
30553at40674	TRERF1
184065at40674	FGF20
23099at40674	ALPK1
2601at40674	UBR5
45496at40674	RFWD3
205810at40674	CCL25
129794at40674	IRF1
6444at40674	ZNF142
28914at40674	ZNF687
183275at40674	C1QA
21368at40674	ADAMTSL2
72872at40674	CORO2B
178888at40674	BRMS1
93184at40674	PAH
13559at40674	CARMIL1
100052at40674	KCNV1
72652at40674	SDCCAG8
98433at40674	MFSD1
202952at40674	ACOT13
115523at40674	ATF7
167567at40674	TMEM38A
172367at40674	C15orf59
39395at40674	SLC4A9
103925at40674	ZBTB32
103927at40674	CHRM4
48724at40674	KIAA1841
110417at40674	TSC22D1
64059at40674	TMPO
71139at40674	SASS6
184037at40674	SEC11A
193641at40674	MED19
158786at40674	OR8D1
180313at40674	FAM51A1
33477at40674	TTC27
185808at40674	MREG
121424at40674	FAM117A
80741at40674	ARSF
16053at40674	TIE1
84122at40674	STEAP2
195062at40674	E2F5
148352at40674	TNFAIP6
77786at40674	OLFM1
96027at40674	GPAT3
135173at40674	CATIP
156953at40674	PLPP1
116159at40674	GALNTL5
185762at40674	CAV1
57837at40674	MARS2
158493at40674	PEX14
51346at40674	TRAPPC12
115620at40674	EIF3M
49147at40674	DPY19L4
163969at40674	HEL-S-49
167076at40674	LTB4R
77371at40674	TRAF4
64083at40674	SOX5
150722at40674	DKFZp667O1614
191299at40674	XP32
123688at40674	SGPP2
139623at40674	CYTIP
210266at40674	NINJ2
128945at40674	NFE2L2
148291at40674	KPG_010
190882at40674	TAS2R19
64909at40674	RPAP3
811at40674	DNAH7
195857at40674	UBE2V2
94416at40674	CSNK1D
187910at40674	SLC7A6OS
64227at40674	SCNN1A
114877at40674	SPAG4
54322at40674	PREPL
26417at40674	RNF31
184275at40674	POLR2G
67244at40674	ATXN7L2
125862at40674	TLNRD1
128544at40674	CCDC27
121602at40674	HENMT1
51400at40674	IWS1
27186at40674	CHRD
77683at40674	LMF1
6646at40674	MARF1
73339at40674	CHEK1
186175at40674	PRL
211008at40674	VAMP5
40575at40674	ADAM10
200728at40674	GPB5
191821at40674	C6orf10
69377at40674	WDR78
96140at40674	DOLK
50545at40674	SALL2
184215at40674	RAB24
81757at40674	MMP17
142626at40674	MFAP3
187078at40674	ISX
7335at40674	POLR1A
114145at40674	FBXO33
24568at40674	PTPN13
199961at40674	SUPT4H1
40658at40674	MTMR10
180403at40674	PPP1R15A
168146at40674	PUDP
16381at40674	SLC12A5
112950at40674	HP1BP3
137966at40674	SLC25A22
17225at40674	MMS22L
14902at40674	RIMBP3C
99979at40674	INPP5A
141946at40674	AADACL2
171133at40674	ZNF511
209145at40674	PDE6H
167570at40674	ZNF414
126820at40674	ARMCX2
152110at40674	DOK1
83162at40674	NMT2
128432at40674	GPER
101109at40674	NFS1
5711at40674	NAV1
105434at40674	FAM198A
64643at40674	GRHL3
142517at40674	EXOSC8
179399at40674	NUDT14
94736at40674	MEIS1
111896at40674	SLC34A3
39447at40674	TEX11
148764at40674	HTR5A
179792at40674	RPL7L1
177095at40674	TSPO2
191364at40674	SCP2D1
72648at40674	MSLN
98183at40674	ADPGK
173904at40674	GRPEL2
30871at40674	ENPP1
178516at40674	ZC2HC1B
